MAC_addr	MAC_vendor  	MAC_type
00:02:4a	CISCO SYSTEMS, INC.  	misc
00:02:4b	CISCO SYSTEMS, INC.  	misc
00:02:4c	SiByte, Inc.  	misc
00:02:4d	Mannesman Dematic Colby Pty. Ltd.  	misc
00:02:4e	Datacard Group  	misc
00:02:4f	IPM Datacom S.R.L.  	misc
00:02:50	Geyser Networks, Inc.  	misc
00:02:51	Soma Networks, Inc.  	misc
00:02:52	Carrier Corporation  	misc
00:02:53	Televideo, Inc.  	misc
00:02:54	WorldGate  	misc
00:02:55	IBM Corp  	misc
00:02:56	Alpha Processor, Inc.  	misc
00:02:57	Microcom Corp.  	misc
00:02:58	Flying Packets Communications  	misc
00:02:59	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group  	misc
00:02:5a	Catena Networks  	misc
00:02:5b	Cambridge Silicon Radio  	misc
00:02:5c	SCI Systems (Kunshan) Co., Ltd.  	misc
00:02:5d	Calix Networks  	misc
00:02:5e	High Technology Ltd  	misc
00:02:5f	Nortel Networks  	misc
00:02:60	Accordion Networks, Inc.  	misc
00:02:61	Tilgin AB  	misc
00:02:62	Soyo Group Soyo Com Tech Co., Ltd  	misc
00:02:63	UPS Manufacturing SRL  	misc
00:02:64	AudioRamp.com  	misc
00:02:65	Virditech Co. Ltd.  	misc
00:02:66	Thermalogic Corporation  	misc
00:02:67	NODE RUNNER, INC.  	misc
00:02:68	Harris Government Communications  	misc
00:02:69	Nadatel Co., Ltd  	misc
00:02:6a	Cocess Telecom Co., Ltd.  	misc
00:02:6b	BCM Computers Co., Ltd.  	misc
00:02:6c	Philips CFT  	misc
00:02:6d	Adept Telecom  	misc
00:02:6e	NeGeN Access, Inc.  	misc
00:02:6f	Senao International Co., Ltd.  	misc
00:02:70	Crewave Co., Ltd.  	misc
00:02:71	Zhone Technologies  	misc
00:02:72	CC&C Technologies, Inc.  	misc
00:02:73	Coriolis Networks  	misc
00:02:74	Tommy Technologies Corp.  	misc
00:02:75	SMART Technologies, Inc.  	misc
00:02:76	Primax Electronics Ltd.  	misc
00:02:77	Cash Systemes Industrie  	misc
00:02:78	Samsung Electro-Mechanics Co., Ltd.  	misc
00:02:79	Control Applications, Ltd.  	misc
00:02:7a	IOI Technology Corporation  	misc
00:02:7b	Amplify Net, Inc.  	misc
00:02:7c	Trilithic, Inc.  	misc
00:02:7d	CISCO SYSTEMS, INC.  	misc
00:02:7e	CISCO SYSTEMS, INC.  	misc
00:02:7f	ask-technologies.com  	misc
00:02:80	Mu Net, Inc.  	misc
00:02:81	Madge Ltd.  	misc
00:02:82	ViaClix, Inc.  	misc
00:02:83	Spectrum Controls, Inc.  	misc
00:02:84	AREVA T&D  	misc
00:02:85	Riverstone Networks  	misc
00:02:86	Occam Networks  	misc
00:02:87	Adapcom  	misc
00:02:88	GLOBAL VILLAGE COMMUNICATION  	misc
00:02:89	DNE Technologies  	misc
00:02:8a	Ambit Microsystems Corporation  	misc
00:02:8b	VDSL Systems OY  	misc
00:02:8c	Micrel-Synergy Semiconductor  	misc
00:02:8d	Movita Technologies, Inc.  	misc
00:02:8e	Rapid 5 Networks, Inc.  	misc
00:02:8f	Globetek, Inc.  	misc
00:02:90	Woorigisool, Inc.  	misc
00:02:91	Open Network Co., Ltd.  	misc
00:02:92	Logic Innovations, Inc.  	misc
00:02:93	Solid Data Systems  	misc
00:02:94	Tokyo Sokushin Co., Ltd.  	misc
00:02:95	IP.Access Limited  	misc
00:02:96	Lectron Co,. Ltd.  	misc
00:02:97	C-COR.net  	misc
00:02:98	Broadframe Corporation  	misc
00:02:99	Apex, Inc.  	misc
00:02:9a	Storage Apps  	misc
00:02:9b	Kreatel Communications AB  	misc
00:02:9c	3COM  	misc
00:02:9d	Merix Corp.  	misc
00:02:9e	Information Equipment Co., Ltd.  	misc
00:02:9f	L-3 Communication Aviation Recorders  	misc
00:02:a0	Flatstack Ltd.  	misc
00:02:a1	World Wide Packets  	misc
00:02:a2	Hilscher GmbH  	misc
00:02:a3	ABB Switzerland Ltd, Power Systems  	misc
00:02:a4	AddPac Technology Co., Ltd.  	misc
00:02:a5	Hewlett-Packard Company  	misc
00:02:a6	Effinet Systems Co., Ltd.  	misc
00:02:a7	Vivace Networks  	misc
00:02:a8	Air Link Technology  	misc
00:02:a9	RACOM, s.r.o.  	misc
00:02:aa	PLcom Co., Ltd.  	misc
00:02:ab	CTC Union Technologies Co., Ltd.  	misc
00:02:ac	3PAR data  	misc
00:02:ad	HOYA Corporation  	misc
00:02:ae	Scannex Electronics Ltd.  	misc
00:02:af	TeleCruz Technology, Inc.  	misc
00:02:b0	Hokubu Communication & Industrial Co., Ltd.  	misc
00:02:b1	Anritsu, Ltd.  	misc
00:02:b2	Cablevision  	misc
00:02:b3	Intel Corporation  	misc
00:02:b4	DAPHNE  	misc
00:02:b5	Avnet, Inc.  	misc
00:02:b6	Acrosser Technology Co., Ltd.  	misc
00:02:b7	Watanabe Electric Industry Co., Ltd.  	misc
00:02:b8	WHI KONSULT AB  	misc
00:02:b9	CISCO SYSTEMS, INC.  	misc
00:02:ba	CISCO SYSTEMS, INC.  	misc
00:02:bb	Continuous Computing Corp  	misc
00:02:bc	LVL 7 Systems, Inc.  	misc
00:02:bd	Bionet Co., Ltd.  	misc
00:02:be	Totsu Engineering, Inc.  	misc
00:02:bf	dotRocket, Inc.  	misc
00:02:c0	Bencent Tzeng Industry Co., Ltd.  	misc
00:02:c1	Innovative Electronic Designs, Inc.  	misc
00:02:c2	Net Vision Telecom  	misc
00:02:c3	Arelnet Ltd.  	misc
00:02:c4	Vector International BVBA  	misc
00:02:c5	Evertz Microsystems Ltd.  	misc
00:02:c6	Data Track Technology PLC  	misc
00:02:c7	ALPS ELECTRIC Co., Ltd.  	misc
00:02:c8	Technocom Communications Technology (pte) Ltd  	misc
00:02:c9	Mellanox Technologies  	misc
00:02:ca	EndPoints, Inc.  	misc
00:02:cb	TriState Ltd.  	misc
00:02:cc	M.C.C.I  	misc
00:02:cd	TeleDream, Inc.  	misc
00:02:ce	FoxJet, Inc.  	misc
00:02:cf	ZyGate Communications, Inc.  	misc
00:02:d0	Comdial Corporation  	misc
00:02:d1	Vivotek, Inc.  	misc
00:02:d2	Workstation AG  	misc
00:02:d3	NetBotz, Inc.  	misc
00:02:d4	PDA Peripherals, Inc.  	misc
00:02:d5	ACR  	misc
00:02:d6	NICE Systems  	misc
00:02:d7	EMPEG Ltd  	misc
00:02:d8	BRECIS Communications Corporation  	misc
00:02:d9	Reliable Controls  	misc
00:02:da	ExiO Communications, Inc.  	misc
00:02:db	NETSEC  	misc
00:02:dc	Fujitsu General Limited  	misc
00:02:dd	Bromax Communications, Ltd.  	misc
00:02:de	Astrodesign, Inc.  	misc
00:02:df	Net Com Systems, Inc.  	misc
00:02:e0	ETAS GmbH  	misc
00:02:e1	Integrated Network Corporation  	misc
00:02:e2	NDC Infared Engineering  	misc
00:02:e3	LITE-ON Communications, Inc.  	misc
00:02:e4	JC HYUN Systems, Inc.  	misc
00:02:e5	Timeware Ltd.  	misc
00:02:e6	Gould Instrument Systems, Inc.  	misc
00:02:e7	CAB GmbH & Co KG  	misc
00:02:e8	E.D.&A.  	misc
00:02:e9	CS Systemes De Securite C3S 	misc
00:02:ea	Focus Enhancements  	misc
00:02:eb	Pico Communications  	misc
00:02:ec	Maschoff Design Engineering  	misc
00:02:ed	DXO Telecom Co., Ltd.  	misc
00:02:ee	Nokia Danmark A/S  	misc
00:02:ef	CCC Network Systems Group Ltd.  	misc
00:02:f0	AME Optimedia Technology Co., Ltd.  	misc
00:02:f1	Pinetron Co., Ltd.  	misc
00:02:f2	eDevice, Inc.  	misc
00:02:f3	Media Serve Co., Ltd.  	misc
00:02:f4	PCTEL, Inc.  	misc
00:02:f5	VIVE Synergies, Inc.  	misc
00:02:f6	Equipe Communications  	misc
00:02:f7	ARM  	misc
00:02:f8	SEAKR Engineering, Inc.  	misc
00:02:f9	MIMOS Berhad  	misc
00:02:fa	DX Antenna Co., Ltd.  	misc
00:02:fb	Baumuller Aulugen-Systemtechnik GmbH  	misc
00:02:fc	CISCO SYSTEMS, INC.  	misc
00:02:fd	CISCO SYSTEMS, INC.  	misc
00:02:fe	Viditec, Inc.  	misc
00:02:ff	Handan BroadInfoCom  	misc
00:03:00	Barracuda Networks, Inc.  	misc
00:03:01	Avantas Networks Corporation  	misc
00:03:02	Charles Industries, Ltd.  	misc
00:03:03	JAMA Electronics Co., Ltd.  	misc
00:03:04	Pacific Broadband Communications  	misc
00:03:05	MSC Vertriebs GmbH  	misc
00:03:06	Fusion In Tech Co., Ltd.  	misc
00:03:07	Secure Works, Inc.  	misc
00:03:08	AM Communications, Inc.  	misc
00:03:09	Texcel Technology PLC  	misc
00:03:0a	Argus Technologies  	misc
00:03:0b	Hunter Technology, Inc.  	misc
00:03:0c	Telesoft Technologies Ltd.  	misc
00:03:0d	Uniwill Computer Corp.  	misc
00:03:0e	Core Communications Co., Ltd.  	misc
00:03:0f	Digital China (Shanghai) Networks Ltd.  	misc
00:03:10	E-Globaledge Corporation  	misc
00:03:11	Micro Technology Co., Ltd.  	misc
00:03:12	TR-Systemtechnik GmbH  	misc
00:03:13	Access Media SPA  	misc
00:03:14	Teleware Network Systems  	misc
00:03:15	Cidco Incorporated  	misc
00:03:16	Nobell Communications, Inc.  	misc
00:03:17	Merlin Systems, Inc.  	misc
00:03:18	Cyras Systems, Inc.  	misc
00:03:19	Infineon AG  	misc
00:03:1a	Beijing Broad Telecom Ltd., China  	misc
00:03:1b	Cellvision Systems, Inc.  	misc
00:03:1c	Svenska Hardvarufabriken AB  	misc
00:03:1d	Taiwan Commate Computer, Inc.  	misc
00:03:1e	Optranet, Inc.  	misc
00:03:1f	Condev Ltd.  	misc
00:03:20	Xpeed, Inc.  	misc
00:03:21	Reco Research Co., Ltd.  	misc
00:03:22	IDIS Co., Ltd.  	misc
00:03:23	Cornet Technology, Inc.  	misc
00:03:24	SANYO Consumer Electronics Co., Ltd.  	misc
00:03:25	Arima Computer Corp.  	misc
00:03:26	Iwasaki Information Systems Co., Ltd.  	misc
00:03:27	ACT'L  	misc
00:03:28	Mace Group, Inc.  	misc
00:03:29	F3, Inc.  	misc
00:03:2a	UniData Communication Systems, Inc.  	misc
00:03:2b	GAI Datenfunksysteme GmbH  	misc
00:03:2c	ABB Switzerland Ltd  	misc
00:03:2d	IBASE Technology, Inc.  	misc
00:03:2e	Scope Information Management, Ltd.  	misc
00:03:2f	Global Sun Technology, Inc.  	misc
00:03:30	Imagenics, Co., Ltd.  	misc
00:03:31	CISCO SYSTEMS, INC.  	misc
00:03:32	CISCO SYSTEMS, INC.  	misc
00:03:33	Digitel Co., Ltd.  	misc
00:03:34	Newport Electronics  	misc
00:03:35	Mirae Technology  	misc
00:03:36	Zetes Technologies  	misc
00:03:37	Vaone, Inc.  	misc
00:03:38	Oak Technology  	misc
00:03:39	Eurologic Systems, Ltd.  	misc
00:03:3a	Silicon Wave, Inc.  	misc
00:03:3b	TAMI Tech Co., Ltd.  	misc
00:03:3c	Daiden Co., Ltd.  	misc
00:03:3d	ILSHin Lab  	misc
00:03:3e	Tateyama System Laboratory Co., Ltd.  	misc
00:03:3f	BigBand Networks, Ltd.  	misc
00:03:40	Floware Wireless Systems, Ltd.  	misc
00:03:41	Axon Digital Design  	misc
00:03:42	Nortel Networks  	misc
00:03:43	Martin Professional A/S  	misc
00:03:44	Tietech.Co., Ltd.  	misc
00:03:45	Routrek Networks Corporation  	misc
00:03:46	Hitachi Kokusai Electric, Inc.  	misc
00:03:47	Intel Corporation  	misc
00:03:48	Norscan Instruments, Ltd.  	misc
00:03:49	Vidicode Datacommunicatie B.V.  	misc
00:03:4a	RIAS Corporation  	misc
00:03:4b	Nortel Networks  	misc
00:03:4c	Shanghai DigiVision Technology Co., Ltd.  	misc
00:03:4d	Chiaro Networks, Ltd.  	misc
00:03:4e	Pos Data Company, Ltd.  	misc
00:03:4f	Sur-Gard Security  	misc
00:03:50	BTICINO SPA  	misc
00:03:51	Diebold, Inc.  	misc
00:03:52	Colubris Networks  	misc
00:03:53	Mitac, Inc.  	misc
00:03:54	Fiber Logic Communications  	misc
00:03:55	TeraBeam Internet Systems  	misc
00:03:56	Wincor Nixdorf International GmbH  	misc
00:03:57	Intervoice-Brite, Inc.  	misc
00:03:58	Hanyang Digitech Co., Ltd.  	misc
00:03:59	DigitalSis  	misc
00:03:5a	Photron Limited  	misc
00:03:5b	BridgeWave Communications  	misc
00:03:5c	Saint Song Corp.  	misc
00:03:5d	Bosung Hi-Net Co., Ltd.  	misc
00:03:5e	Metropolitan Area Networks, Inc.  	misc
00:03:5f	Prüftechnik Condition Monitoring GmbH & Co. KG  	misc
00:03:60	PAC Interactive Technology, Inc.  	misc
00:03:61	Widcomm, Inc.  	misc
00:03:62	Vodtel Communications, Inc.  	misc
00:03:63	Miraesys Co., Ltd.  	misc
00:03:64	Scenix Semiconductor, Inc.  	misc
00:03:65	Kira Information & Communications, Ltd.  	misc
00:03:66	ASM Pacific Technology  	misc
00:03:67	Jasmine Networks, Inc.  	misc
00:03:68	Embedone Co., Ltd.  	misc
00:03:69	Nippon Antenna Co., Ltd.  	misc
00:03:6a	Mainnet, Ltd.  	misc
00:03:6b	CISCO SYSTEMS, INC.  	misc
00:03:6c	CISCO SYSTEMS, INC.  	misc
00:03:6d	Runtop, Inc.  	misc
00:03:6e	Nicon Systems (Pty) Limited  	misc
00:03:6f	Telsey SPA  	misc
00:03:70	NXTV, Inc.  	misc
00:03:71	Acomz Networks Corp.  	misc
00:03:72	ULAN  	misc
00:03:73	Aselsan A.S  	misc
00:03:74	Control Microsystems  	misc
00:03:75	NetMedia, Inc.  	misc
00:03:76	Graphtec Technology, Inc.  	misc
00:03:77	Gigabit Wireless  	misc
00:03:78	HUMAX Co., Ltd.  	misc
00:03:79	Proscend Communications, Inc.  	misc
00:03:7a	Taiyo Yuden Co., Ltd.  	misc
00:03:7b	IDEC IZUMI Corporation  	misc
00:03:7c	Coax Media  	misc
00:03:7d	Stellcom  	misc
00:03:7e	PORTech Communications, Inc.  	misc
00:03:7f	Atheros Communications, Inc.  	misc
00:03:80	SSH Communications Security Corp.  	misc
00:03:81	Ingenico International  	misc
00:03:82	A-One Co., Ltd.  	misc
00:03:83	Metera Networks, Inc.  	misc
00:03:84	AETA  	misc
00:03:85	Actelis Networks, Inc.  	misc
00:03:86	Ho Net, Inc.  	misc
00:03:87	Blaze Network Products  	misc
00:03:88	Fastfame Technology Co., Ltd.  	misc
00:03:89	Plantronics  	misc
00:03:8a	America Online, Inc.  	misc
00:03:8b	PLUS-ONE I&T, Inc.  	misc
00:03:8c	Total Impact  	misc
00:03:8d	PCS Revenue Control Systems, Inc.  	misc
00:03:8e	Atoga Systems, Inc.  	misc
00:03:8f	Weinschel Corporation  	misc
00:03:90	Digital Video Communications, Inc.  	misc
00:03:91	Advanced Digital Broadcast, Ltd.  	misc
00:03:92	Hyundai Teletek Co., Ltd.  	misc
00:03:93	Apple  	misc
00:03:94	Connect One  	misc
00:03:95	California Amplifier  	misc
00:03:96	EZ Cast Co., Ltd.  	misc
00:03:97	Watchfront Limited  	misc
00:03:98	WISI  	misc
00:03:99	Dongju Informations & Communications Co., Ltd.  	misc
00:03:9a	SiConnect  	misc
00:03:9b	NetChip Technology, Inc.  	misc
00:03:9c	OptiMight Communications, Inc.  	misc
00:03:9d	Qisda Corporation  	misc
00:03:9e	Tera System Co., Ltd.  	misc
00:03:9f	CISCO SYSTEMS, INC.  	misc
00:03:a0	CISCO SYSTEMS, INC.  	misc
00:03:a1	HIPER Information & Communication, Inc.  	misc
00:03:a2	Catapult Communications  	misc
00:03:a3	MAVIX, Ltd.  	misc
00:03:a4	Imation Corp.  	misc
00:03:a5	Medea Corporation  	misc
00:03:a6	Traxit Technology, Inc.  	misc
00:03:a7	Unixtar Technology, Inc.  	misc
00:03:a8	IDOT Computers, Inc.  	misc
00:03:a9	AXCENT Media AG  	misc
00:03:aa	Watlow  	misc
00:03:ab	Bridge Information Systems  	misc
00:03:ac	Fronius Schweissmaschinen  	misc
00:03:ad	Emerson Energy Systems AB  	misc
00:03:ae	Allied Advanced Manufacturing Pte, Ltd.  	misc
00:03:af	Paragea Communications  	misc
00:03:b0	Xsense Technology Corp.  	misc
00:03:b1	Hospira Inc.  	misc
00:03:b2	Radware  	misc
00:03:b3	IA Link Systems Co., Ltd.  	misc
00:03:b4	Macrotek International Corp.  	misc
00:03:b5	Entra Technology Co.  	misc
00:03:b6	QSI Corporation  	misc
00:03:b7	ZACCESS Systems  	misc
00:03:b8	NetKit Solutions, LLC  	misc
00:03:b9	Hualong Telecom Co., Ltd.  	misc
00:03:ba	Oracle Corporation  	misc
00:03:bb	Signal Communications Limited  	misc
00:03:bc	COT GmbH  	misc
00:03:bd	OmniCluster Technologies, Inc.  	misc
00:03:be	Netility  	misc
00:03:bf	Centerpoint Broadband Technologies, Inc.  	misc
00:03:c0	RFTNC Co., Ltd.  	misc
00:03:c1	Packet Dynamics Ltd  	misc
00:03:c2	Solphone K.K.  	misc
00:03:c3	Micronik Multimedia  	misc
00:03:c4	Tomra Systems ASA  	misc
00:03:c5	Mobotix AG  	misc
00:03:c6	ICUE Systems, Inc.  	misc
00:03:c7	hopf Elektronik GmbH  	misc
00:03:c8	CML Emergency Services  	misc
00:03:c9	TECOM Co., Ltd.  	misc
00:03:ca	MTS Systems Corp.  	misc
00:03:cb	Nippon Systems Development Co., Ltd.  	misc
00:03:cc	Momentum Computer, Inc.  	misc
00:03:cd	Clovertech, Inc.  	misc
00:03:ce	ETEN Technologies, Inc.  	misc
00:03:cf	Muxcom, Inc.  	misc
00:03:d0	KOANKEISO Co., Ltd.  	misc
00:03:d1	Takaya Corporation  	misc
00:03:d2	Crossbeam Systems, Inc.  	misc
00:03:d3	Internet Energy Systems, Inc.  	misc
00:03:d4	Alloptic, Inc.  	misc
00:03:d5	Advanced Communications Co., Ltd.  	misc
00:03:d6	RADVision, Ltd.  	misc
00:03:d7	NextNet Wireless, Inc.  	misc
00:03:d8	iMPath Networks, Inc.  	misc
00:03:d9	Secheron SA  	misc
00:03:da	Takamisawa Cybernetics Co., Ltd.  	misc
00:03:db	Apogee Electronics Corp.  	misc
00:03:dc	Lexar Media, Inc.  	misc
00:03:dd	Comark Corp.  	misc
00:03:de	OTC Wireless  	misc
00:03:df	Desana Systems  	misc
00:03:e0	ARRIS Group, Inc.  	misc
00:03:e1	Winmate Communication, Inc.  	misc
00:03:e2	Comspace Corporation  	misc
00:03:e3	CISCO SYSTEMS, INC.  	misc
00:03:e4	CISCO SYSTEMS, INC.  	misc
00:03:e5	Hermstedt SG  	misc
00:03:e6	Entone, Inc.  	misc
00:03:e7	Logostek Co. Ltd.  	misc
00:03:e8	Wavelength Digital Limited  	misc
00:03:e9	Akara Canada, Inc.  	misc
00:03:ea	Mega System Technologies, Inc.  	misc
00:03:eb	Atrica  	misc
00:03:ec	ICG Research, Inc.  	misc
00:03:ed	Shinkawa Electric Co., Ltd.  	misc
00:03:ee	MKNet Corporation  	misc
00:03:ef	Oneline AG  	misc
00:03:f0	Redfern Broadband Networks  	misc
00:03:f1	Cicada Semiconductor, Inc.  	misc
00:03:f2	Seneca Networks  	misc
00:03:f3	Dazzle Multimedia, Inc.  	misc
00:03:f4	NetBurner  	misc
00:03:f5	Chip2Chip  	misc
00:03:f6	Allegro Networks, Inc.  	misc
00:03:f7	Plast-Control GmbH  	misc
00:03:f8	SanCastle Technologies, Inc.  	misc
00:03:f9	Pleiades Communications, Inc.  	misc
00:03:fa	TiMetra Networks  	misc
00:03:fb	ENEGATE Co.,Ltd.  	misc
00:03:fc	Intertex Data AB  	misc
00:03:fd	CISCO SYSTEMS, INC.  	misc
00:03:fe	CISCO SYSTEMS, INC.  	misc
00:03:ff	Microsoft Corporation  	misc
00:04:00	LEXMARK INTERNATIONAL, INC.  	misc
00:04:01	Osaki Electric Co., Ltd.  	misc
00:04:02	Nexsan Technologies, Ltd.  	misc
00:04:03	Nexsi Corporation  	misc
00:04:04	Makino Milling Machine Co., Ltd.  	misc
00:04:05	ACN Technologies  	misc
00:04:06	Fa. Metabox AG  	misc
00:04:07	Topcon Positioning Systems, Inc.  	misc
00:04:08	Sanko Electronics Co., Ltd.  	misc
00:04:09	Cratos Networks  	misc
00:04:0a	Sage Systems  	misc
00:04:0b	3com Europe Ltd.  	misc
00:04:0c	Kanno Works, Ltd.  	misc
00:04:0d	Avaya, Inc.  	misc
00:04:0e	AVM GmbH  	misc
00:04:0f	Asus Network Technologies, Inc.  	misc
00:04:10	Spinnaker Networks, Inc.  	misc
00:04:11	Inkra Networks, Inc.  	misc
00:04:12	WaveSmith Networks, Inc.  	misc
00:04:13	SNOM Technology AG  	misc
00:04:14	Umezawa Musen Denki Co., Ltd.  	misc
00:04:15	Rasteme Systems Co., Ltd.  	misc
00:04:16	Parks S/A Comunicacoes Digitais  	misc
00:04:17	ELAU AG  	misc
00:04:18	Teltronic S.A.U.  	misc
00:04:19	Fibercycle Networks, Inc.  	misc
00:04:1a	Ines Test and Measurement GmbH & CoKG  	misc
00:04:1b	Bridgeworks Ltd.  	misc
00:04:1c	ipDialog, Inc.  	misc
00:04:1d	Corega of America  	misc
00:04:1e	Shikoku Instrumentation Co., Ltd.  	misc
00:04:1f	Sony Computer Entertainment, Inc.  	misc
00:04:20	Slim Devices, Inc.  	misc
00:04:21	Ocular Networks  	misc
00:04:22	Gordon Kapes, Inc.  	misc
00:04:23	Intel Corporation  	misc
00:04:24	TMC s.r.l.  	misc
00:04:25	Atmel Corporation  	misc
00:04:26	Autosys  	misc
00:04:27	CISCO SYSTEMS, INC.  	misc
00:04:28	CISCO SYSTEMS, INC.  	misc
00:04:29	Pixord Corporation  	misc
00:04:2a	Wireless Networks, Inc.  	misc
00:04:2b	IT Access Co., Ltd.  	misc
00:04:2c	Minet, Inc.  	misc
00:04:2d	Sarian Systems, Ltd.  	misc
00:04:2e	Netous Technologies, Ltd.  	misc
00:04:2f	International Communications Products, Inc.  	misc
00:04:30	Netgem  	misc
00:04:31	GlobalStreams, Inc.  	misc
00:04:32	Voyetra Turtle Beach, Inc.  	misc
00:04:33	Cyberboard A/S  	misc
00:04:34	Accelent Systems, Inc.  	misc
00:04:35	Comptek International, Inc.  	misc
00:04:36	ELANsat Technologies, Inc.  	misc
00:04:37	Powin Information Technology, Inc.  	misc
00:04:38	Nortel Networks  	misc
00:04:39	Rosco Entertainment Technology, Inc.  	misc
00:04:3a	Intelligent Telecommunications, Inc.  	misc
00:04:3b	Lava Computer Mfg., Inc.  	misc
00:04:3c	SONOS Co., Ltd.  	misc
00:04:3d	INDEL AG  	misc
00:04:3e	Telencomm  	misc
00:04:3f	ESTeem Wireless Modems, Inc  	misc
00:04:40	cyberPIXIE, Inc.  	misc
00:04:41	Half Dome Systems, Inc.  	misc
00:04:42	NACT  	misc
00:04:43	Agilent Technologies, Inc.  	misc
00:04:44	Western Multiplex Corporation  	misc
00:04:45	LMS Skalar Instruments GmbH  	misc
00:04:46	CYZENTECH Co., Ltd.  	misc
00:04:47	Acrowave Systems Co., Ltd.  	misc
00:04:48	Polaroid Corporation  	misc
00:04:49	Mapletree Networks  	misc
00:04:4a	iPolicy Networks, Inc.  	misc
00:04:4b	NVIDIA  	misc
00:04:4c	JENOPTIK  	misc
00:04:4d	CISCO SYSTEMS, INC.  	misc
00:04:4e	CISCO SYSTEMS, INC.  	misc
00:04:4f	Leukhardt Systemelektronik GmbH  	misc
00:04:50	DMD Computers SRL  	misc
00:04:51	Medrad, Inc.  	misc
00:04:52	RocketLogix, Inc.  	misc
00:04:53	YottaYotta, Inc.  	misc
00:04:54	Quadriga UK  	misc
00:04:55	ANTARA.net  	misc
00:04:56	Cambium Networks Limited  	misc
00:04:57	Universal Access Technology, Inc.  	misc
00:04:58	Fusion X Co., Ltd.  	misc
00:04:59	Veristar Corporation  	misc
00:04:5a	The Linksys Group, Inc.  	misc
00:04:5b	Techsan Electronics Co., Ltd.  	misc
00:04:5c	Mobiwave Pte Ltd  	misc
00:04:5d	BEKA Elektronik  	misc
00:04:5e	PolyTrax Information Technology AG  	misc
00:04:5f	Avalue Technology, Inc.  	misc
00:04:60	Knilink Technology, Inc.  	misc
00:04:61	EPOX Computer Co., Ltd.  	misc
00:04:62	DAKOS Data & Communication Co., Ltd.  	misc
00:04:63	Bosch Security Systems  	misc
00:04:64	Pulse-Link Inc  	misc
00:04:65	i.s.t isdn-support technik GmbH  	misc
00:04:66	ARMITEL Co.  	misc
00:04:67	Wuhan Research Institute of MII  	misc
00:04:68	Vivity, Inc.  	misc
00:04:69	Innocom, Inc.  	misc
00:04:6a	Navini Networks  	misc
00:04:6b	Palm Wireless, Inc.  	misc
00:04:6c	Cyber Technology Co., Ltd.  	misc
00:04:6d	CISCO SYSTEMS, INC.  	misc
00:04:6e	CISCO SYSTEMS, INC.  	misc
00:04:6f	Digitel S/A Industria Eletronica  	misc
00:04:70	ipUnplugged AB  	misc
00:04:71	IPrad  	misc
00:04:72	Telelynx, Inc.  	misc
00:04:73	Photonex Corporation  	misc
00:04:74	LEGRAND  	misc
00:04:75	3 Com Corporation  	misc
00:04:76	3 Com Corporation  	misc
00:04:77	Scalant Systems, Inc.  	misc
00:04:78	G. Star Technology Corporation  	misc
00:04:79	Radius Co., Ltd.  	misc
00:04:7a	AXXESSIT ASA  	misc
00:04:7b	Schlumberger  	misc
00:04:7c	Skidata AG  	misc
00:04:7d	Pelco  	misc
00:04:7e	Siqura B.V.  	misc
00:04:7f	Chr. Mayr GmbH & Co. KG  	misc
00:04:80	Brocade Communications Systems, Inc  	misc
00:04:81	Econolite Control Products, Inc.  	misc
00:04:82	Medialogic Corp.  	misc
00:04:83	Deltron Technology, Inc.  	misc
00:04:84	Amann GmbH  	misc
00:04:85	PicoLight  	misc
00:04:86	ITTC, University of Kansas  	misc
00:04:87	Cogency Semiconductor, Inc.  	misc
00:04:88	Eurotherm Controls  	misc
00:04:89	YAFO Networks, Inc.  	misc
00:04:8a	Temia Vertriebs GmbH  	misc
00:04:8b	Poscon Corporation  	misc
00:04:8c	Nayna Networks, Inc.  	misc
00:04:8d	Tone Commander Systems, Inc.  	misc
00:04:8e	Ohm Tech Labs, Inc.  	misc
00:04:8f	TD Systems Corporation  	misc
00:04:90	Optical Access  	misc
00:04:91	Technovision, Inc.  	misc
00:04:92	Hive Internet, Ltd.  	misc
00:04:93	Tsinghua Unisplendour Co., Ltd.  	misc
00:04:94	Breezecom, Ltd.  	misc
00:04:95	Tejas Networks India Limited  	misc
00:04:96	Extreme Networks  	misc
00:04:97	MacroSystem Digital Video AG  	misc
00:04:98	Mahi Networks  	misc
00:04:99	Chino Corporation  	misc
00:04:9a	CISCO SYSTEMS, INC.  	misc
00:04:9b	CISCO SYSTEMS, INC.  	misc
00:04:9c	Surgient Networks, Inc.  	misc
00:04:9d	Ipanema Technologies  	misc
00:04:9e	Wirelink Co., Ltd.  	misc
00:04:9f	Freescale Semiconductor  	misc
00:04:a0	Verity Instruments, Inc.  	misc
00:04:a1	Pathway Connectivity  	misc
00:04:a2	L.S.I. Japan Co., Ltd.  	misc
00:04:a3	Microchip Technology, Inc.  	misc
00:04:a4	NetEnabled, Inc.  	misc
00:04:a5	Barco Projection Systems NV  	misc
00:04:a6	SAF Tehnika Ltd.  	misc
00:04:a7	FabiaTech Corporation  	misc
00:04:a8	Broadmax Technologies, Inc.  	misc
00:04:a9	SandStream Technologies, Inc.  	misc
00:04:aa	Jetstream Communications  	misc
00:04:ab	Comverse Network Systems, Inc.  	misc
00:04:ac	IBM Corp  	misc
00:04:ad	Malibu Networks  	misc
